geometry,bus,highway,name,public_transport,ref,name:ta,bench,check_date:shelter,lit,operator:wikidata,operator:wikipedia,route_ref,shelter,wheelchair,name:en,bin,tactile_paving,local_ref,operator,note,fixme,kerb,kerb:approach_aid,passenger_information_display,description,name:signed,addr:city,addr:postcode,addr:street,organic,shop,website,panoramax,disused,departures_board,loc_name,network,network:short,network:wikidata,network:wikipedia,designation,source,building,public_transport:version,alt_name,wikidata,wikipedia,addr:country,covered,sign,type,alt_name:en,access,amenity,fee
POINT (80.2420016 13.0700086),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,Check relation membership and resolve duplicate;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2527264 13.1029895),yes,bus_stop,Binny Mills,platform,,பின்னி மில்ஸ்,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2593997 12.9872302),yes,bus_stop,Thiruvanmiyur Moffusil bus stop,platform,,,,,,,,M1;M70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2111736 13.0319226),yes,bus_stop,Ashoknagar Moffussil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2796732 13.0505248),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1744381 13.0148178),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1744052 13.0145924),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2587935 13.0386017),yes,bus_stop,ஆழ்வார் பேட்டை,platform,,ஆழ்வார் பேட்டை,,,,,,,yes,,Alwarpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2588606 13.0388081),yes,bus_stop,ஆழ்வார் பேட்டை,platform,,ஆழ்வார் பேட்டை,,,,,,,yes,,Alwarpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.233499 12.9816579),yes,bus_stop,Bharathi Nagar,platform,,,yes,,,,,M1;M70,yes,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2685434 13.0444719),yes,bus_stop,Yellow Pages,platform,mtcstop#0626,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2559973 12.9883854),yes,bus_stop,Jayanti,platform,,ஜெயந்தி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2558203 12.9885252),yes,bus_stop,Jayanti,platform,,ஜெயந்தி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2202958 12.9906984),yes,bus_stop,Guru Nanak College,platform,,,yes,,,,,,yes,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2477388 13.0034222),yes,bus_stop,VHS Hospital,platform,,,yes,,no,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2543612 13.006442),yes,bus_stop,Adyar,platform,,,no,,,,,,no,,Adyar Bus Stand,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2424924 13.0058253),yes,bus_stop,IIT Gate Bus Stop,platform,,,yes,,,,,,no,,,,,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,
POINT (80.2598 12.9858005),yes,bus_stop,Thiruvanmiyur ECR Moffusil Bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2162966 12.9974701),yes,bus_stop,Five Furlong Road,platform,,,yes,,,,,,yes,,,no,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2166627 12.9973995),yes,bus_stop,Velachery Check Post,platform,,,yes,,,,,,yes,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2164321 12.9974859),yes,bus_stop,Velachery Check Post,platform,,,yes,,,,,,yes,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,Exact Location needs to be fixed,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.209398 13.008031),yes,bus_stop,Guindy,platform,,கிண்டி,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2111924 13.0089182),yes,bus_stop,கிண்டி,platform,,கிண்டி,yes,,,,,,yes,,Guindy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2300317 12.9907728),yes,bus_stop,,platform,,,no,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2301226 12.9909124),yes,bus_stop,Campus cafe,platform,,,yes,,yes,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.253739 13.0290019),yes,bus_stop,Bus Stop,platform,,,yes,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2276191 13.0912499),yes,bus_stop,VOC Nagar Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2465885 13.0858185),yes,bus_stop,Abirami theatre bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1968385 13.0752687),yes,bus_stop,YBM Koyambedu,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1912316 13.0154329),yes,bus_stop,,platform,,,,,,,,,,,Chennai Trade Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2627793 12.9961241),yes,bus_stop,Vannanthurai,platform,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1984558 13.0906674),yes,bus_stop,திருமங்கலம்,platform,,,,,,,,,,,Thirumangalam Bus Stop,,,,,,,,,,,,,,"Jawaharlal Nehru Road, Anna Nagar West, Thirumangalam",,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1984396 13.0917305),,bus_stop,Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2622149 13.0631374),yes,bus_stop,,platform,,,,,,,,,,,Quaid e Millath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quaid-e-Millath College,,,
POINT (80.2457574 12.8869167),,bus_stop,Panaiyur,,,,,,,,,,,,,,,IIT,,,Fix attributes; Stop position?? Needs platform,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.1563349 13.1037511),,bus_stop,T I Miller Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1566326 13.1034994),,bus_stop,T I Miller Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.212033 13.0329587),yes,bus_stop,Mofussil Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2427631 13.0577143),yes,bus_stop,Nungambakkam Police Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2479376 13.0533162),yes,bus_stop,Bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2502408 12.9729954),yes,bus_stop,IGP,stop_position,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2548953 13.0356479),yes,bus_stop,ஆழ்வார் பேட்டை,stop_position,,ஆழ்வார் பேட்டை,,,,,,,,,Alwarpet,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2427833 13.0231055),yes,bus_stop,Kotturpuram,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2413141 13.0185768),yes,bus_stop,Kottur,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2405691 13.0100519),yes,bus_stop,Birla planetarium / CLRI,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2468241 12.9862169),yes,bus_stop,Ascendas IT park,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2609805 13.0471019),yes,bus_stop,Music Academy,platform,,,,,,,,5C,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1896304 13.1008368),yes,bus_stop,Lucas TVS Bus stop,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1896425 13.1013007),yes,bus_stop,Lucas TVS Bus stop,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1480991 13.1216328),yes,bus_stop,Ambattur OT,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1522998 13.1103659),yes,bus_stop,Canara Bank Bus Stop,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1510999 13.1116502),yes,bus_stop,Canara Bank Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1625708 13.1015063),yes,bus_stop,Telephone Exchange Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1625588 13.1012663),yes,bus_stop,Telephone Exchange Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1703579 13.0998328),yes,bus_stop,Ambattur Industrial Estate Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1702657 13.0994583),yes,bus_stop,Ambattur Industrial Estate Bus Stop,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,drinking_water,no
POINT (80.1715578 13.0886781),yes,bus_stop,Wavin,platform,,,yes,,yes,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.172007 13.0884416),yes,bus_stop,Wavin,platform,,,yes,,yes,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1987163 13.0941517),yes,bus_stop,Anna Nagar West,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1483885 13.1228068),yes,bus_stop,Ambattur OT,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2220136 13.0720107),yes,bus_stop,Skywalk,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2208333 13.073815),yes,bus_stop,Skywalk,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2181587 13.0760536),yes,bus_stop,Anna Arch,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1524361 13.1060625),yes,bus_stop,Dunlop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1784121 13.0883017),yes,bus_stop,Golden Flats,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2269976 13.0678542),yes,bus_stop,Mehtha Nagar,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.230974 13.0666515),yes,bus_stop,Choolaimedu,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2305198 13.0666287),yes,bus_stop,Choolaimedu,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1526301 13.1049651),yes,bus_stop,Dunlop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2268263 13.0678373),yes,bus_stop,Mehtha Nagar,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2423007 13.05383),yes,bus_stop,Valluvar Kottam,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.181918 13.0984444),yes,bus_stop,Brittania bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1931123 13.0397523),yes,bus_stop,Amutham,platform,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1914521 12.9726563),yes,bus_stop,Kumaran Theater,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,no,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2219649 12.9829795),yes,bus_stop,Dhandeeswaram,platform,,,,,,,,,,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2229117 12.9864532),yes,bus_stop,Gandhi Road,platform,,,,,,,,,,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2159576 12.9976865),yes,bus_stop,Five Furlong Road,platform,,,yes,,,,,,yes,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2045846 13.0148569),yes,bus_stop,Olympia Tech Park,platform,,,,,,,,D70;M70,yes,,,,yes,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.1694157 13.0890597),yes,bus_stop,Mogaipair Junction,platform,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Exact location of stop needs to be fixed,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.221563 12.9762731),yes,bus_stop,Velachery Vijaynagar,platform,,,,,,,,M1;M70,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2524814 12.983168),yes,bus_stop,National Institute of Fashion Technology (N.I.F.T),platform,,,,,,,,M1;M70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2427068 12.9814108),yes,bus_stop,Taramani 100 Feet Road,platform,,,,,,,,5C;51;M1;M570;S570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2427187 12.9812324),yes,bus_stop,Taramani 100 Feet Road,platform,,,,,,,,M1;M70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1974301 12.9260465),yes,bus_stop,High School,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2037553 12.9336313),yes,bus_stop,Pallikkaranai,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2082021 12.9442869),yes,bus_stop,Balaji Dental College,platform,,,yes,,yes,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2098257 12.948759),yes,bus_stop,Kamatchi Memorial Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.211823 12.9534266),yes,bus_stop,Balaji Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2208286 12.9751658),yes,bus_stop,Velachery Vijaya Nagar,platform,,,yes,,,,,,yes,,,no,,,MTC,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2192719 12.9712086),yes,bus_stop,Velachery Railway Station,platform,,,no,,,Q5589327,en:Government of Tamil Nadu,51;M1,yes,,,,,,Government of Tamil Nadu,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.2101768 12.9482196),yes,bus_stop,Kamatchi Memorial Hospital,platform,,,,,,Q5589327,en:Government of Tamil Nadu,,,,,,,,Government of Tamil Nadu,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.208506 12.9441308),yes,bus_stop,Balaji Dental College,platform,,,yes,,yes,Q5589327,en:Government of Tamil Nadu,,no,,,no,,,Government of Tamil Nadu,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.1977637 12.9265939),yes,bus_stop,High School,platform,,,,,,Q5589327,en:Government of Tamil Nadu,,yes,,,,,,Government of Tamil Nadu,,,,,,Also called Government High School.,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.1962538 12.9648849),yes,bus_stop,Ponniamman Koil,platform,,,no,,no,,,M1;V51,no,,,,no,,,,,raised,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2013584 12.965438),yes,bus_stop,Balaiah Garden,platform,,,yes,,no,,,M1;V51;45A;17D,yes,limited,,,no,,,,,raised,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2069929 12.9653278),yes,bus_stop,Ram Nagar,platform,,,yes,,no,,,M1;V51,yes,,,,no,,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2031164 12.9658462),yes,bus_stop,Sadasiva Nagar,platform,,,,,,,,M1;V51,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2122277 13.0342862),yes,bus_stop,Ashok Pillar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1915348 12.9725096),yes,bus_stop,Kumaran Theater,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2814746 13.0876798),yes,bus_stop,Flower Bazaar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.197745 12.9886237),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2073255 12.9977774),yes,bus_stop,Mahalakshmi Colony,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2072705 12.9980198),yes,bus_stop,Mahalakshmi Apartments,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1917198 12.9827924),yes,bus_stop,Pillayar Koil,platform,,,,,,,,152N;154B;21G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2202503 13.0121297),yes,bus_stop,Chellammal College,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2297489 13.0254505),yes,bus_stop,Todhunter Nagar,platform,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2369328 13.0294407),yes,bus_stop,Nandanam,platform,,,yes,,no,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2427912 13.0465924),yes,bus_stop,Vani Mahal,platform,,,yes,,,,,11;11A;13;13A,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
POINT (80.2439043 13.047),yes,bus_stop,Vani Mahal,platform,,,yes,,,,,11;11A;13;13A,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
POINT (80.1857835 12.9853446),yes,bus_stop,Jai Gopal Garodia School,platform,,,,,,,,18N;52K;52L;M29C;N45B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1857694 12.9823175),yes,bus_stop,Independence Day Park,platform,,,,,,,,18N;29C;52L;M18C;M145B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1829123 12.9798333),yes,bus_stop,Vetrivel Theatre,platform,,,,,,,,29C;52K;M18;M18L;M54B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1761799 12.9873223),yes,bus_stop,Meenambakkam Metro,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2384985 12.981393),yes,bus_stop,Pillayar Koil,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2381908 12.9811706),yes,bus_stop,Pillayar Koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2195223 12.9910579),,bus_stop,Phoenix Mall,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2183655 12.9871386),yes,bus_stop,Erikkarai,platform,,,yes,2026-05-16,,,,D70;M70;A5A,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2180709 12.9839239),,bus_stop,Rajalakshmi Nagar,,,,yes,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2203904 13.0046861),yes,bus_stop,Guindy Race Course,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2460822 13.0485705),yes,bus_stop,GN Chetty Road,platform,,,,,,,,11;11A;13;13A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2228615 13.0104553),,bus_stop,Halda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2181539 12.9873344),yes,bus_stop,Erikkarai,platform,,,yes,,,,,D70;M70;A5A,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2630248 13.0446727),yes,bus_stop,New Woodlands,platform,,,,,,,,29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2631942 13.0448097),yes,bus_stop,New Woodlands,platform,,,,,,,,29C;29K;J29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2653248 13.0446914),yes,bus_stop,AVM Rajeshwari Thirumana Mandapam,platform,,,,,,,,27D;29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2691766 13.0445686),yes,bus_stop,Yellow Pages,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2715829 13.0438762),yes,bus_stop,Radha Krishnan Salai Kalyani Hospital,platform,,,,,,,,12;12G;21G;27D;45B;45D;M45A;M45E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2691337 13.0445902),yes,bus_stop,Yellow Pages,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2718498 13.0438295),yes,bus_stop,Kalyani Hospital,platform,,,,,,,,12;12G;21G;27D;45B;45D;M45A;M45E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2716913 13.0438575),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1832874 12.9760401),yes,bus_stop,JK Mahal,platform,,,,,,,,M18C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2284298 12.9801876),yes,bus_stop,Baby Nagar,platform,,,,,,,,M1;M7;M15;M70;M119;S95;570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1830757 12.9710697),yes,bus_stop,MMDA Colony,platform,,,,,,,,"M18,M54B,29C,52K,M18L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2594022 13.0098921),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2342733 12.981143),yes,bus_stop,Bharathy Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2304834 12.9817272),yes,bus_stop,Baby Nagar,platform,,,,,,,,M70;570;M1;M15;M7;M119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3170561 13.1854145),yes,bus_stop,Barathiyar Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3169358 13.1856767),yes,bus_stop,Barathiyar Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2893272 13.0888432),yes,bus_stop,The Esplanade,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
