geometry,bus,highway,name,public_transport,name:ta,bench,shelter,name:en,local_ref,operator,source,longitude,latitude
POINT (80.2045927 13.0140912),yes,bus_stop,Olympia Tech Park,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2045927,13.014091199999998
POINT (80.213001 13.0241758),yes,bus_stop,West Saidapet,platform,மேற்கு சைதாப்பேட்டை,,,,,METRO TRANSPORT CORPORATION,,80.213001,13.024175799999998
POINT (80.2334748 12.981636),yes,bus_stop,Bharathi Nagar,stop_position,,,,,,MTC,,80.2334748,12.981635999999998
POINT (80.2391518 12.9985806),yes,bus_stop,Unknown,platform,,yes,yes,Vanavani,,IITM Transport Cell,,80.2391518,12.9985806
POINT (80.2394049 12.999126),yes,bus_stop,Unknown,platform,,yes,yes,Vanavani,,IITM Transport Cell,,80.2394049,12.999126
POINT (80.2359191 12.9960586),yes,bus_stop,Unknown,platform,,yes,yes,E1 bus stop,,iITM Transport Cell,,80.2359191,12.9960586
POINT (80.2337735 12.9920732),yes,bus_stop,Unknown,platform,,yes,no,Gajendra Circle,,IITM Transport Cell,,80.2337735,12.992073199999998
POINT (80.2336686 12.9921946),yes,bus_stop,Unknown,platform,,yes,yes,Gajendra Circle,,IITM Transport Cell,,80.23366860000002,12.9921946
POINT (80.2362203 12.9961354),yes,bus_stop,Unknown,platform,,,,E1 bus stop,,IITM Transport Cell,,80.2362203,12.9961354
POINT (80.2402119 13.0026838),yes,bus_stop,Unknown,platform,,yes,yes,MOH bus stop,,,,80.2402119,13.002683799999998
POINT (80.2343355 12.9939545),yes,bus_stop,Unknown,platform,,yes,yes,Post office bus stop,,IITM Transport Cell,,80.2343355,12.993954499999996
POINT (80.2400679 13.0025534),yes,bus_stop,Unknown,platform,,yes,yes,MOH bus stop,,,,80.2400679,13.0025534
POINT (80.2413768 13.0038121),yes,bus_stop,Unknown,platform,,yes,yes,D Type bus stop,,,,80.2413768,13.003812099999998
POINT (80.2347372 12.9941561),yes,bus_stop,Unknown,platform,,,,Post office bus stop,,IITM Transport Cell,,80.2347372,12.994156099999998
POINT (80.2330109 12.9911913),yes,bus_stop,Unknown,platform,,no,no,Admin bus stop,,,,80.2330109,12.9911913
POINT (80.2319706 12.9910324),yes,bus_stop,Unknown,platform,,yes,no,Admin bus stop,,,,80.2319706,12.9910324
POINT (80.2279555 12.9032844),yes,bus_stop,சோழிங்கநல்லூர்,platform,,,,Sozhinganallur,,,,80.2279555,12.9032844
POINT (80.228228 12.9075689),yes,bus_stop,Accenture,platform,,,,Accenture,,,,80.228228,12.9075689
POINT (80.242543 13.0400117),yes,bus_stop,Nagesh Theatre stop,platform,,yes,yes,,,,,80.242543,13.0400117
POINT (80.2429146 13.0399858),yes,bus_stop,Globus,platform,குளோபஸ்,yes,yes,,,,,80.2429146,13.039985799999997
POINT (80.1845 13.0204579),yes,bus_stop,மியாட் மருத்துவமனை,platform,,,,MIOT Hospital,,,,80.18450000000001,13.020457899999998
POINT (80.1935118 13.014377),yes,bus_stop,Unknown,platform,,yes,yes,Jaynthi Theatre,,MTC,,80.1935118,13.014377
POINT (80.1833445 13.0210717),yes,bus_stop,Unknown,platform,,,,Main Road,,,,80.1833445,13.0210717
POINT (80.2306959 13.0407196),yes,bus_stop,Doraiswamy Road,platform,,,,,,,,80.2306959,13.0407196
POINT (80.2479405 13.067122),yes,bus_stop,Unknown,platform,,yes,yes,College Road,,,,80.2479405,13.067121999999998
POINT (80.2349783 13.0645529),yes,bus_stop,Loyola College,platform,,yes,yes,Loyola College,,,,80.2349783,13.064552899999995
POINT (80.2486265 13.0679286),yes,bus_stop,Unknown,platform,,,,College Road / WCC,,,,80.2486265,13.067928600000002
POINT (80.2346949 13.064739),yes,bus_stop,Loyola College,platform,,yes,yes,Loyola College,,,,80.23469490000001,13.064739
POINT (80.2019974 13.0726445),yes,bus_stop,Unknown,platform,,,,SRS travels,,,,80.2019974,13.0726445
POINT (80.2003418 13.0735659),yes,bus_stop,Marriage Hall Bus Stop,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2003418,13.073565899999998
POINT (80.2782021 13.0580016),yes,bus_stop,கஸ்தூரிபாய் மருத்துவமனை,platform,,,,Kasturibai Hospital,,,,80.2782021,13.0580016
POINT (80.23531 13.0470676),yes,bus_stop,Bazullah road,platform,,,,,,,,80.23531,13.0470676
POINT (80.2600237 13.048667),yes,bus_stop,Unknown,,,,,,,,,80.2600237,13.048667
POINT (80.2775015 13.0326478),yes,bus_stop,Unknown,,,,,,,,,80.2775015,13.032647799999998
POINT (80.2772514 13.033435),yes,bus_stop,Unknown,,,,,,,,,80.2772514,13.033435
POINT (80.1913595 13.031501),yes,bus_stop,Unknown,platform,,,,MGR STATUE,,,,80.1913595,13.031501000000002
POINT (80.2867926 13.1088932),yes,bus_stop,Unknown,platform,,,,Stanley Subway,,,,80.2867926,13.108893199999995
POINT (80.2867247 13.104527),yes,bus_stop,Unknown,platform,,,,Stanley - Mint Subway,,,,80.28672470000001,13.104527
POINT (80.2913847 13.1078822),yes,bus_stop,Unknown,platform,,,,Singaravelar Memorial,,,,80.2913847,13.107882199999995
POINT (80.2543724 13.0289852),yes,bus_stop,Unknown,platform,,,,HM Hospital or kaliappa bus stop,,,,80.2543724,13.0289852
POINT (80.2279854 12.8988445),yes,bus_stop,Sholinganallur,platform,,,,,,,,80.2279854,12.8988445
POINT (80.2016549 13.0363277),yes,bus_stop,MGR Market,platform,,,,,,,,80.2016549,13.036327699999998
POINT (80.2512974 12.9861355),yes,bus_stop,SRP Tools Bus Stand,platform,,,,,,,,80.2512974,12.986135499999998
POINT (80.2013107 13.0853785),yes,bus_stop,Thirumangalam Metro,platform,திருமங்கலம் மெட்ரோ பேருந்து நிறுத்தம்,yes,yes,,,Government,,80.2013107,13.0853785
POINT (80.2064033 13.0190177),yes,bus_stop,Ekkattuthangal,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2064033,13.019017700000004
POINT (80.2066739 13.0243667),yes,bus_stop,Kalaimagal Nagar,platform,,yes,yes,,,,,80.2066739,13.024366699999996
POINT (80.2069943 13.0243263),yes,bus_stop,Kalaimagal Nagar,platform,,yes,yes,,,,,80.2069943,13.024326299999998
POINT (80.1981881 13.0870648),yes,bus_stop,Thirumangalam EB Office Bus Stop,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.1981881,13.087064799999998
POINT (80.2121426 13.0468396),yes,bus_stop,Vadapalani,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2121426,13.046839599999997
POINT (80.2114618 13.053955),yes,bus_stop,Vadapalani (Nerkundram Pathai),platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2114618,13.053955
POINT (80.2115596 13.0630102),yes,bus_stop,MMDA,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2115596,13.0630102
POINT (80.1983699 13.082197),yes,bus_stop,CPWD Quarters Bus Stop,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.1983699,13.082197
POINT (80.2533063 12.9420294),yes,bus_stop,Buhari Hotel Bus Stop,,,,,,,,,80.2533063,12.942029399999996
POINT (80.2592029 12.976764),yes,bus_stop,Thiruvanmiyur RTO,platform,,yes,yes,,,,,80.2592029,12.976763999999998
POINT (80.2152668 13.076939),yes,bus_stop,Aringar Anna Arch,platform,,yes,yes,,,,,80.2152668,13.076939
POINT (80.2176034 13.075358),yes,bus_stop,Anna Arch,platform,,,,,,,,80.2176034,13.075357999999998
POINT (80.2178689 13.0851915),yes,bus_stop,Kandhasamy College,platform,,,,,,,,80.2178689,13.0851915
POINT (80.2180699 13.0906948),yes,bus_stop,S. S. Super Market Bus Stop,platform,,,,,,,,80.2180699,13.090694799999998
POINT (80.2187163 13.0957115),yes,bus_stop,Anna Peripheral Hospital Stop,platform,,,,,,,,80.2187163,13.095711500000002
POINT (80.2086858 13.1027785),yes,bus_stop,Kalpana Hotel Stop,platform,,,,,,,,80.2086858,13.1027785
POINT (80.1989924 13.1032312),yes,bus_stop,SIDCO Nagar,platform,,,,,,,,80.1989924,13.1032312
POINT (80.2026581 13.1036674),yes,bus_stop,Nathamuni Theatre Stop,platform,,,,,,,,80.2026581,13.103667399999996
POINT (80.2061553 13.1080663),yes,bus_stop,South Redhills Road Market,platform,,,,,,,,80.2061553,13.1080663
POINT (80.2107409 13.1022099),yes,bus_stop,Kallukadai Stop,platform,,,,,,,,80.2107409,13.102209899999998
POINT (80.2145485 13.1001091),yes,bus_stop,ICF,platform,,,,,,,,80.2145485,13.100109099999996
POINT (80.2189413 13.0956228),yes,bus_stop,Anna Peripheral Hospital Stop,platform,,,,,,,,80.2189413,13.095622799999996
POINT (80.2182669 13.0900917),yes,bus_stop,14 Shops Stop,platform,,,,,,,,80.2182669,13.090091700000002
POINT (80.218134 13.0858113),yes,bus_stop,Kandasamy College,platform,,,,,,,,80.218134,13.0858113
POINT (80.2159601 13.0848033),yes,bus_stop,Anna Nagar Roundtana,platform,,,,Anna Nagar Roundabout,,,,80.2159601,13.0848033
POINT (80.2132579 13.0848976),yes,bus_stop,Ayyappan Kovil,platform,,,,Ayyappan Temple,,,,80.2132579,13.084897599999998
POINT (80.2118818 13.0847224),yes,bus_stop,Ayyappan Kovil,platform,,,,Ayyappan Temple,,,,80.2118818,13.084722399999997
POINT (80.2109928 13.0849958),yes,bus_stop,Blue Star,platform,,,,,,,,80.2109928,13.084995799999996
POINT (80.2095342 13.0848336),yes,bus_stop,Anna Nagar Tower Station,platform,,,,,,,,80.2095342,13.0848336
POINT (80.2095483 13.0850967),yes,bus_stop,Anna Nagar Tower Station,platform,,,,,,,,80.2095483,13.0850967
POINT (80.2059235 13.0186408),yes,bus_stop,Ekkattuthangal,platform,,,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2059235,13.0186408
POINT (80.253785 13.054195),yes,bus_stop,ஆயிரம் விளக்கு,platform,,yes,yes,thousand lights,,,,80.253785,13.054195
POINT (80.1974447 13.0873581),,bus_stop,Thirumangalam EB Office,platform,,,,,,,,80.1974447,13.0873581
POINT (80.1903448 13.0878057),,bus_stop,Collector Nagar,platform,,,,,,,,80.1903448,13.0878057
POINT (80.1893914 13.0875626),yes,bus_stop,Collector Nagar,platform,,,,,,,,80.18939140000002,13.0875626
POINT (80.2065633 13.0692359),yes,bus_stop,Jai Nagar Park,platform,,,,,,,,80.2065633,13.069235899999995
POINT (80.2002264 13.073976),yes,bus_stop,Vijayakanth Kalyana Mandapam,platform,,,,,,,,80.2002264,13.073976000000002
POINT (80.1987027 13.0820746),yes,bus_stop,CPWD Quarters Bus Stop,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.1987027,13.0820746
POINT (80.2113404 13.0318973),yes,bus_stop,Pondicherry Buses Only,platform,,,,,,,,80.2113404,13.031897300000002
POINT (80.2123446 13.0476117),yes,bus_stop,Sivan Kovil,platform,,,,,,,,80.2123446,13.047611699999996
POINT (80.2116987 13.0580044),yes,bus_stop,Thirunagar,platform,,,,,,,,80.2116987,13.058004399999996
POINT (80.2112943 13.0651401),yes,bus_stop,MMDA,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2112943,13.0651401
POINT (80.2553985 12.9874595),yes,bus_stop,Jayanti,platform,ஜெயந்தி,,,,,,,80.25539850000001,12.9874595
POINT (80.21336 13.00809),yes,bus_stop,Race Course (Guindy),platform,,yes,yes,,,,,80.21336,13.00809
POINT (80.1986536 13.119438),yes,bus_stop,DRJ Hospital Bus stop,platform,,yes,yes,,,,,80.1986536,13.119438
POINT (80.2333649 12.9866789),yes,bus_stop,Taramani Guest House,platform,,yes,no,,,,,80.2333649,12.9866789
POINT (80.259745 12.9852935),yes,bus_stop,Marudeeswarar Temple,platform,,,yes,,,,,80.259745,12.9852935
POINT (80.2591757 13.014823),yes,bus_stop,Sathya Studio,platform,,,,,,,,80.2591757,13.014822999999998
POINT (80.2549486 13.0565227),yes,bus_stop,Unknown,platform,,,,,,,,80.2549486,13.056522699999997
POINT (80.2583912 13.0069536),yes,bus_stop,Malar Hospital,platform,,,,,,,,80.2583912,13.0069536
POINT (80.2587553 13.0079179),yes,bus_stop,Malar Hospital,platform,,,,,,,,80.2587553,13.0079179
POINT (80.2420016 13.0700086),yes,bus_stop,Unknown,platform,,,,,,,,80.2420016,13.0700086
POINT (80.2527264 13.1029895),yes,bus_stop,Binny Mills,platform,பின்னி மில்ஸ்,,,,IIT,,GPS,80.2527264,13.102989499999998
POINT (80.2593997 12.9872302),yes,bus_stop,Thiruvanmiyur Moffusil bus stop,platform,,,,,,,,80.2593997,12.987230200000004
POINT (80.2111736 13.0319226),yes,bus_stop,Ashoknagar Moffussil,platform,,,,,,,,80.2111736,13.031922599999998
POINT (80.2796732 13.0505248),yes,bus_stop,Unknown,platform,,,,,,,,80.2796732,13.0505248
POINT (80.1744381 13.0148178),yes,bus_stop,Unknown,platform,,,,,,,,80.1744381,13.0148178
POINT (80.1744052 13.0145924),yes,bus_stop,Unknown,platform,,,,,,,,80.1744052,13.014592400000002
POINT (80.2587935 13.0386017),yes,bus_stop,ஆழ்வார் பேட்டை,platform,ஆழ்வார் பேட்டை,,yes,Alwarpet,,,,80.2587935,13.0386017
POINT (80.2588606 13.0388081),yes,bus_stop,ஆழ்வார் பேட்டை,platform,ஆழ்வார் பேட்டை,,yes,Alwarpet,,,,80.2588606,13.0388081
POINT (80.233499 12.9816579),yes,bus_stop,Bharathi Nagar,platform,,yes,yes,,,MTC,,80.233499,12.9816579
POINT (80.2685434 13.0444719),yes,bus_stop,Yellow Pages,platform,,,yes,,,,,80.2685434,13.044471899999996
POINT (80.2559973 12.9883854),yes,bus_stop,Jayanti,platform,ஜெயந்தி,,,,,,,80.2559973,12.9883854
POINT (80.2558203 12.9885252),yes,bus_stop,Jayanti,platform,ஜெயந்தி,,,,,,,80.2558203,12.9885252
POINT (80.2202958 12.9906984),yes,bus_stop,Guru Nanak College,platform,,yes,yes,,,MTC,,80.2202958,12.990698399999998
POINT (80.2477388 13.0034222),yes,bus_stop,VHS Hospital,platform,,yes,yes,,,,,80.2477388,13.0034222
POINT (80.2543612 13.006442),yes,bus_stop,Adyar,platform,,no,no,Adyar Bus Stand,,,,80.2543612,13.006442
POINT (80.2424924 13.0058253),yes,bus_stop,IIT Gate Bus Stop,platform,,yes,no,,MG,,,80.2424924,13.0058253
POINT (80.2598 12.9858005),yes,bus_stop,Thiruvanmiyur ECR Moffusil Bus stop,platform,,,,,,,,80.2598,12.9858005
POINT (80.2162966 12.9974701),yes,bus_stop,Five Furlong Road,platform,,yes,yes,,,MTC,,80.2162966,12.9974701
POINT (80.2166627 12.9973995),yes,bus_stop,Velachery Check Post,platform,,yes,yes,,,Metropoliton Transport Corporation (Chennai) Ltd.,,80.2166627,12.997399499999998
POINT (80.2164321 12.9974859),yes,bus_stop,Velachery Check Post,platform,,yes,yes,,,Metropoliton Transport Corporation (Chennai) Ltd.,,80.2164321,12.997485899999996
POINT (80.209398 13.008031),yes,bus_stop,Guindy,platform,கிண்டி,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.209398,13.008031000000004
POINT (80.2111924 13.0089182),yes,bus_stop,கிண்டி,platform,கிண்டி,yes,yes,Guindy,,,,80.2111924,13.008918199999998
POINT (80.2300317 12.9907728),yes,bus_stop,Unknown,platform,,no,no,,,,,80.2300317,12.990772800000002
POINT (80.2301226 12.9909124),yes,bus_stop,Campus cafe,platform,,yes,yes,,,,,80.2301226,12.990912399999996
POINT (80.253739 13.0290019),yes,bus_stop,Bus Stop,platform,,yes,yes,,,,,80.253739,13.0290019
POINT (80.2276191 13.0912499),yes,bus_stop,VOC Nagar Bus Stop,platform,,,,,,,,80.2276191,13.091249899999996
POINT (80.2465885 13.0858185),yes,bus_stop,Abirami theatre bus stop,platform,,,,,,,,80.2465885,13.085818499999998
POINT (80.1968385 13.0752687),yes,bus_stop,YBM Koyambedu,platform,,,,,,,,80.1968385,13.0752687
POINT (80.1912316 13.0154329),yes,bus_stop,Unknown,platform,,,,Chennai Trade Centre,,,,80.1912316,13.015432900000002
POINT (80.2627793 12.9961241),yes,bus_stop,Vannanthurai,platform,,no,yes,,,,,80.2627793,12.9961241
POINT (80.1984558 13.0906674),yes,bus_stop,திருமங்கலம்,platform,,,,Thirumangalam Bus Stop,,,,80.1984558,13.0906674
POINT (80.1984396 13.0917305),,bus_stop,Bus Stop,,,,,,,,,80.1984396,13.0917305
POINT (80.2622149 13.0631374),yes,bus_stop,Unknown,platform,,,,Quaid e Millath,,,,80.2622149,13.0631374
POINT (80.2457574 12.8869167),,bus_stop,Panaiyur,,,,,,IIT,,GPS,80.2457574,12.8869167
POINT (80.1563349 13.1037511),,bus_stop,T I Miller Bus Stop,platform,,,,,,,,80.1563349,13.1037511
POINT (80.1566326 13.1034994),,bus_stop,T I Miller Bus Stop,platform,,,,,,,,80.1566326,13.1034994
POINT (80.212033 13.0329587),yes,bus_stop,Mofussil Bus Stop,platform,,,,,,,,80.212033,13.0329587
POINT (80.2427631 13.0577143),yes,bus_stop,Nungambakkam Police Station,platform,,,,,,,,80.2427631,13.0577143
POINT (80.2479376 13.0533162),yes,bus_stop,Bus stop,platform,,,,,,,,80.2479376,13.0533162
POINT (80.2502408 12.9729954),yes,bus_stop,IGP,stop_position,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2502408,12.9729954
POINT (80.2548953 13.0356479),yes,bus_stop,ஆழ்வார் பேட்டை,stop_position,ஆழ்வார் பேட்டை,,,Alwarpet,,MTC,,80.2548953,13.0356479
POINT (80.2427833 13.0231055),yes,bus_stop,Kotturpuram,stop_position,,,,,,MTC,,80.2427833,13.0231055
POINT (80.2413141 13.0185768),yes,bus_stop,Kottur,stop_position,,,,,,MTC,,80.2413141,13.0185768
POINT (80.2405691 13.0100519),yes,bus_stop,Birla planetarium / CLRI,stop_position,,,,,,MTC,,80.2405691,13.0100519
POINT (80.2468241 12.9862169),yes,bus_stop,Ascendas IT park,stop_position,,,,,,MTC,,80.24682410000001,12.9862169
POINT (80.2609805 13.0471019),yes,bus_stop,Music Academy,platform,,,,,,MTC,,80.2609805,13.0471019
POINT (80.1896304 13.1008368),yes,bus_stop,Lucas TVS Bus stop,platform,,,,,,MTC,,80.1896304,13.100836800000002
POINT (80.1896425 13.1013007),yes,bus_stop,Lucas TVS Bus stop,platform,,,,,,MTC,,80.1896425,13.101300699999998
POINT (80.1480991 13.1216328),yes,bus_stop,Ambattur OT,platform,,,no,,,,,80.1480991,13.121632800000002
POINT (80.1522998 13.1103659),yes,bus_stop,Canara Bank Bus Stop,platform,,,yes,,,,,80.1522998,13.1103659
POINT (80.1510999 13.1116502),yes,bus_stop,Canara Bank Bus Stop,platform,,,,,,,,80.1510999,13.1116502
POINT (80.1625708 13.1015063),yes,bus_stop,Telephone Exchange Bus Stop,platform,,,,,,,,80.1625708,13.1015063
POINT (80.1625588 13.1012663),yes,bus_stop,Telephone Exchange Bus Stop,platform,,,,,,,,80.1625588,13.1012663
POINT (80.1703579 13.0998328),yes,bus_stop,Ambattur Industrial Estate Bus Stop,platform,,,,,,,,80.1703579,13.0998328
POINT (80.1702657 13.0994583),yes,bus_stop,Ambattur Industrial Estate Bus Stop,platform,,,no,,,,,80.1702657,13.099458300000002
POINT (80.1715578 13.0886781),yes,bus_stop,Wavin,platform,,yes,yes,,,,,80.1715578,13.0886781
POINT (80.172007 13.0884416),yes,bus_stop,Wavin,platform,,yes,yes,,,,,80.172007,13.0884416
POINT (80.1987163 13.0941517),yes,bus_stop,Anna Nagar West,platform,,,,,,,,80.1987163,13.094151699999996
POINT (80.1483885 13.1228068),yes,bus_stop,Ambattur OT,platform,,,,,,,,80.14838850000001,13.122806799999996
POINT (80.2220136 13.0720107),yes,bus_stop,Skywalk,platform,,yes,yes,,,,,80.2220136,13.0720107
POINT (80.2208333 13.073815),yes,bus_stop,Skywalk,platform,,,,,,,,80.2208333,13.073814999999998
POINT (80.2181587 13.0760536),yes,bus_stop,Anna Arch,platform,,,,,,,,80.2181587,13.0760536
POINT (80.1524361 13.1060625),yes,bus_stop,Dunlop,platform,,,,,,,,80.1524361,13.106062499999998
POINT (80.1784121 13.0883017),yes,bus_stop,Golden Flats,platform,,yes,yes,,,,,80.1784121,13.088301699999995
POINT (80.2269976 13.0678542),yes,bus_stop,Mehtha Nagar,platform,,yes,yes,,,,,80.2269976,13.0678542
POINT (80.230974 13.0666515),yes,bus_stop,Choolaimedu,platform,,,,,,,,80.230974,13.0666515
POINT (80.2305198 13.0666287),yes,bus_stop,Choolaimedu,platform,,,,,,,,80.2305198,13.066628699999995
POINT (80.1526301 13.1049651),yes,bus_stop,Dunlop,platform,,,,,,,,80.1526301,13.104965099999998
POINT (80.2268263 13.0678373),yes,bus_stop,Mehtha Nagar,platform,,yes,yes,,,,,80.2268263,13.0678373
POINT (80.2423007 13.05383),yes,bus_stop,Valluvar Kottam,platform,,yes,yes,,,,,80.2423007,13.05383
POINT (80.181918 13.0984444),yes,bus_stop,Brittania bus stop,platform,,,,,,,,80.181918,13.098444399999998
POINT (80.1931123 13.0397523),yes,bus_stop,Amutham,platform,,no,no,,,,,80.1931123,13.039752299999996
POINT (80.1914521 12.9726563),yes,bus_stop,Kumaran Theater,platform,,,,,,MTC,,80.1914521,12.9726563
POINT (80.2219649 12.9829795),yes,bus_stop,Dhandeeswaram,platform,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,80.2219649,12.9829795
POINT (80.2229117 12.9864532),yes,bus_stop,Gandhi Road,platform,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,80.2229117,12.986453199999998
POINT (80.2159576 12.9976865),yes,bus_stop,Five Furlong Road,platform,,yes,yes,,,Metropoliton Transport Corporation (Chennai) Ltd.,,80.2159576,12.997686499999997
POINT (80.2045846 13.0148569),yes,bus_stop,Olympia Tech Park,platform,,,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2045846,13.0148569
POINT (80.1694157 13.0890597),yes,bus_stop,Mogaipair Junction,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.1694157,13.089059699999998
POINT (80.221563 12.9762731),yes,bus_stop,Velachery Vijaynagar,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.221563,12.976273099999998
POINT (80.2524814 12.983168),yes,bus_stop,National Institute of Fashion Technology (N.I.F.T),platform,,,,,,,,80.2524814,12.983168
POINT (80.2427068 12.9814108),yes,bus_stop,Taramani 100 Feet Road,platform,,,,,,,,80.2427068,12.981410799999995
POINT (80.2427187 12.9812324),yes,bus_stop,Taramani 100 Feet Road,platform,,,,,,,,80.2427187,12.981232399999996
POINT (80.1974301 12.9260465),yes,bus_stop,High School,platform,,,no,,,,,80.1974301,12.926046500000002
POINT (80.2037553 12.9336313),yes,bus_stop,Pallikkaranai,platform,,,,,,,,80.2037553,12.9336313
POINT (80.2082021 12.9442869),yes,bus_stop,Balaji Dental College,platform,,yes,yes,,,,,80.2082021,12.944286900000002
POINT (80.2098257 12.948759),yes,bus_stop,Kamatchi Memorial Hospital,platform,,,,,,,,80.20982570000001,12.948759
POINT (80.211823 12.9534266),yes,bus_stop,Balaji Nagar,platform,,,,,,,,80.211823,12.953426599999998
POINT (80.2208286 12.9751658),yes,bus_stop,Velachery Vijaya Nagar,platform,,yes,yes,,,MTC,,80.2208286,12.9751658
POINT (80.2192719 12.9712086),yes,bus_stop,Velachery Railway Station,platform,,no,yes,,,Government of Tamil Nadu,,80.2192719,12.971208599999995
POINT (80.2101768 12.9482196),yes,bus_stop,Kamatchi Memorial Hospital,platform,,,,,,Government of Tamil Nadu,,80.2101768,12.9482196
POINT (80.208506 12.9441308),yes,bus_stop,Balaji Dental College,platform,,yes,no,,,Government of Tamil Nadu,,80.208506,12.9441308
POINT (80.1977637 12.9265939),yes,bus_stop,High School,platform,,,yes,,,Government of Tamil Nadu,,80.1977637,12.926593899999997
POINT (80.1962538 12.9648849),yes,bus_stop,Ponniamman Koil,platform,,no,no,,,,,80.1962538,12.9648849
POINT (80.2013584 12.965438),yes,bus_stop,Balaiah Garden,platform,,yes,yes,,,,,80.2013584,12.965438
POINT (80.2069929 12.9653278),yes,bus_stop,Ram Nagar,platform,,yes,yes,,,,,80.2069929,12.965327800000004
POINT (80.2031164 12.9658462),yes,bus_stop,Sadasiva Nagar,platform,,,,,,,,80.2031164,12.965846199999998
POINT (80.2122277 13.0342862),yes,bus_stop,Ashok Pillar,platform,,,,,,,,80.2122277,13.0342862
POINT (80.1915348 12.9725096),yes,bus_stop,Kumaran Theater,platform,,,,,,,,80.1915348,12.9725096
POINT (80.2814746 13.0876798),yes,bus_stop,Flower Bazaar,platform,,,,,,,,80.2814746,13.0876798
POINT (80.197745 12.9886237),yes,bus_stop,Unknown,platform,,,,,,,,80.197745,12.988623699999996
POINT (80.2073255 12.9977774),yes,bus_stop,Mahalakshmi Colony,platform,,,yes,,,,,80.2073255,12.9977774
POINT (80.2072705 12.9980198),yes,bus_stop,Mahalakshmi Apartments,platform,,,yes,,,,,80.2072705,12.9980198
POINT (80.1917198 12.9827924),yes,bus_stop,Pillayar Koil,platform,,,,,,,,80.1917198,12.9827924
POINT (80.2202503 13.0121297),yes,bus_stop,Chellammal College,platform,,yes,yes,,,,,80.2202503,13.012129699999996
POINT (80.2297489 13.0254505),yes,bus_stop,Todhunter Nagar,platform,,yes,yes,,,,,80.22974890000002,13.025450500000002
POINT (80.2369328 13.0294407),yes,bus_stop,Nandanam,platform,,yes,yes,,,,,80.2369328,13.0294407
POINT (80.2427912 13.0465924),yes,bus_stop,Vani Mahal,platform,,yes,yes,,,,,80.2427912,13.0465924
POINT (80.2439043 13.047),yes,bus_stop,Vani Mahal,platform,,yes,yes,,,,,80.2439043,13.047
POINT (80.1857835 12.9853446),yes,bus_stop,Jai Gopal Garodia School,platform,,,,,,,,80.1857835,12.985344599999998
POINT (80.1857694 12.9823175),yes,bus_stop,Independence Day Park,platform,,,,,,,,80.1857694,12.9823175
POINT (80.1829123 12.9798333),yes,bus_stop,Vetrivel Theatre,platform,,,,,,,,80.1829123,12.9798333
POINT (80.1761799 12.9873223),yes,bus_stop,Meenambakkam Metro,platform,,yes,yes,,,,,80.1761799,12.9873223
POINT (80.2384985 12.981393),yes,bus_stop,Pillayar Koil,platform,,yes,yes,,,,,80.23849850000002,12.981393000000002
POINT (80.2381908 12.9811706),yes,bus_stop,Pillayar Koil,platform,,,,,,,,80.2381908,12.9811706
POINT (80.2195223 12.9910579),,bus_stop,Phoenix Mall,,,,,,,,,80.2195223,12.991057899999998
POINT (80.2183655 12.9871386),yes,bus_stop,Erikkarai,platform,,yes,yes,,,,,80.2183655,12.987138600000002
POINT (80.2180709 12.9839239),,bus_stop,Rajalakshmi Nagar,,,yes,yes,,,,,80.2180709,12.983923899999995
POINT (80.2203904 13.0046861),yes,bus_stop,Guindy Race Course,platform,,yes,yes,,,,,80.2203904,13.0046861
POINT (80.2460822 13.0485705),yes,bus_stop,GN Chetty Road,platform,,,,,,,,80.2460822,13.0485705
POINT (80.2228615 13.0104553),,bus_stop,Halda,,,,,,,,,80.2228615,13.0104553
POINT (80.2181539 12.9873344),yes,bus_stop,Erikkarai,platform,,yes,yes,,,,,80.2181539,12.987334399999998
POINT (80.2630248 13.0446727),yes,bus_stop,New Woodlands,platform,,,,,,,,80.2630248,13.044672699999996
POINT (80.2631942 13.0448097),yes,bus_stop,New Woodlands,platform,,,,,,,,80.2631942,13.044809699999998
